artist_count,released_year,in_spotify_charts,in_apple_charts,in_deezer_charts,bpm,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,total_playlists,streams
1.0,0.0856137381552912,-0.018915830660793487,-0.08933555932424485,-0.004022088479554437,-0.03868001023861907,0.20654264250847554,0.12871160035271825,0.13731693116237867,-0.10161916391245189,-0.05035942583746669,0.042681038554432504,0.11948569232332754,-0.1001184208023107,-0.1364634747824173
0.0856137381552912,1.0,0.06756402312443231,-0.040950257627026,0.09432138209926799,-0.007447879813622224,0.18490403214972054,-0.055354460662140934,0.09750167512380108,-0.1289998510285052,-0.015574954495519102,-0.006285326492650015,0.131884292396489,-0.3936098521236488,-0.23080298001658744
-0.018915830660793487,0.06756402312443231,1.0,0.5519853261754839,0.6001007474789168,0.03443489517088789,0.029475324158158147,0.036204844348830194,0.08212369428917464,-0.0555128117237242,-0.010269970024969077,-0.04761905560080994,-0.08226727092484573,0.15889157360142722,0.24582119983366876
-0.08933555932424485,-0.040950257627026,0.5519853261754839,1.0,0.38344263983079224,0.030499809162666192,-0.026260333744276953,0.04886794664991554,0.10519853933265175,-0.07769248867575819,-0.013355516486846476,-0.018839151484428735,-0.15244047025061286,0.2662185975247475,0.32023434128277695
-0.004022088479554437,0.09432138209926799,0.6001007474789168,0.38344263983079224,1.0,0.027833946920625668,0.07051001819761865,0.07671076685699714,0.09477294495980634,-0.029731616827581117,0.005311699552390405,-0.007610304130968903,-0.0809196451433799,0.1397754294222817,0.2285979735547255
-0.03868001023861907,-0.007447879813622224,0.03443489517088789,0.030499809162666192,0.027833946920625668,1.0,-0.14762952437003476,0.04169277829335055,0.02593234761423753,-0.01806464319606557,-0.0012832753462335117,-0.0008026429891762856,0.03893679272721138,-0.02176605802257952,-0.0024379081382713223
0.20654264250847554,0.18490403214972054,0.029475324158158147,-0.026260333744276953,0.07051001819761865,-0.14762952437003476,1.0,0.40987279921202513,0.19848488212205886,-0.23712804263530993,-0.08937130906348609,-0.07766456178916069,0.1843934014998135,-0.10404880014776431,-0.10545688369141895
0.12871160035271825,-0.055354460662140934,0.036204844348830194,0.04886794664991554,0.07671076685699714,0.04169277829335055,0.40987279921202513,1.0,0.35751566056119355,-0.08116130726708855,-0.13276471040634932,0.021382331796169548,0.04187395542172341,-0.0202812571556622,-0.04083136749515945
0.13731693116237867,0.09750167512380108,0.08212369428917464,0.10519853933265175,0.09477294495980634,0.02593234761423753,0.19848488212205886,0.35751566056119355,1.0,-0.5773182106878039,-0.03849248260738036,0.11733381742612174,-0.0046316923371764246,0.03878065476937822,-0.026051488364248986
-0.10161916391245189,-0.1289998510285052,-0.0555128117237242,-0.07769248867575819,-0.029731616827581117,-0.01806464319606557,-0.23712804263530993,-0.08116130726708855,-0.5773182106878039,1.0,0.042657509445718146,-0.050229946005252095,-0.023098639146643837,-0.06596433921683872,-0.00448465270068387
-0.05035942583746669,-0.015574954495519102,-0.010269970024969077,-0.013355516486846476,0.005311699552390405,-0.0012832753462335117,-0.08937130906348609,-0.13276471040634932,-0.03849248260738036,0.042657509445718146,1.0,-0.04598585270571089,-0.0835629913418909,-0.027692678247342093,-0.04490247317510972
0.042681038554432504,-0.006285326492650015,-0.04761905560080994,-0.018839151484428735,-0.007610304130968903,-0.0008026429891762856,-0.07766456178916069,0.021382331796169548,0.11733381742612174,-0.050229946005252095,-0.04598585270571089,1.0,-0.022598411574578075,-0.04527015702280762,-0.04833729577983249
0.11948569232332754,0.131884292396489,-0.08226727092484573,-0.15244047025061286,-0.0809196451433799,0.03893679272721138,0.1843934014998135,0.04187395542172341,-0.0046316923371764246,-0.023098639146643837,-0.0835629913418909,-0.022598411574578075,1.0,-0.08868721538870397,-0.11233299640338565
-0.1001184208023107,-0.3936098521236488,0.15889157360142722,0.2662185975247475,0.1397754294222817,-0.02176605802257952,-0.10404880014776431,-0.0202812571556622,0.03878065476937822,-0.06596433921683872,-0.027692678247342093,-0.04527015702280762,-0.08868721538870397,1.0,0.7830391450575043
-0.1364634747824173,-0.23080298001658744,0.24582119983366876,0.32023434128277695,0.2285979735547255,-0.0024379081382713223,-0.10545688369141895,-0.04083136749515945,-0.026051488364248986,-0.00448465270068387,-0.04490247317510972,-0.04833729577983249,-0.11233299640338565,0.7830391450575043,1.0
