track_id,track_name,artist(s)_name,artist_count,released_year,in_spotify_charts,streams,in_apple_charts,in_deezer_charts,bpm,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,total_playlists,bpm_category,danceability_%_category,valence_%_category,energy_%_category,acousticness_%_category,instrumentalness_%_category,liveness_%_category,speechiness_%_category
6320673,Reminder,The Weeknd,1,2016,17,684675814,85,1,160,71,40,50,16,0,16,22,6801,high,medium,medium,low,medium,low,medium,high
2031309,Shake It Off,Taylor Swift,1,2014,13,1113838873,70,9,160,65,95,80,5,0,41,16,23041,high,medium,high,high,low,low,high,high
5999455,Why'd You Only Call Me When You're High?,Arctic Monkeys,1,2013,29,1267333350,70,2,92,70,81,63,4,0,8,4,24532,low,medium,high,medium,low,low,low,low
5675634,SNAP,Rosa Linn,1,2022,18,726307468,80,24,170,56,53,64,11,0,45,6,3576,high,low,medium,medium,medium,low,high,medium
4299313,Shape of You,Ed Sheeran,1,2017,10,3562543890,0,7,96,83,93,65,58,0,9,8,39022,low,high,high,medium,high,low,low,medium
4795987,Night Changes,One Direction,1,2014,18,1131090940,20,0,120,67,40,52,86,0,12,4,7186,medium,medium,medium,low,high,low,medium,low
5836808,Fin de Semana,"Oscar Maydon, Junior H",2,2023,14,307370144,84,1,98,70,37,54,6,0,9,8,609,low,medium,medium,medium,low,low,low,medium
6316146,Creep,Radiohead,1,1992,7,1271293243,72,5,92,53,12,34,1,0,12,4,43677,low,low,low,low,low,low,medium,low
4812397,Car's Outside,James Arthur,1,2019,10,265882712,25,0,150,34,24,56,4,0,11,3,893,high,low,low,medium,low,low,medium,low
1323431,Apocalypse,Cigarettes After Sex,1,2017,17,841749534,96,2,94,37,17,47,2,46,11,3,13942,low,low,low,low,low,high,medium,low
6293464,Cheques,Shubh,1,2023,8,47956378,10,0,90,74,36,63,26,0,27,5,74,low,medium,medium,medium,medium,low,high,medium
8897005,Pink + White,Frank Ocean,1,2016,30,806397070,68,1,160,54,54,55,67,0,42,11,21952,high,low,medium,medium,high,low,high,high
2020928,Circles,Post Malone,1,2019,16,2132335812,73,3,120,70,59,75,24,0,9,4,20688,medium,medium,medium,medium,medium,low,low,low
2008299,Just The Way You Are,Bruno Mars,1,2010,13,1641426668,0,0,109,63,46,85,1,0,9,5,24134,medium,medium,medium,high,low,low,low,medium
7256696,Take Me To Church,Hozier,1,2013,31,2135158446,99,1,129,57,41,66,63,0,12,5,28614,medium,low,medium,medium,high,low,medium,medium
4031115,Bebe Dame,"Fuerza Regida, Grupo Frontera",2,2022,22,367316268,129,7,157,54,75,60,30,0,7,5,897,high,low,high,medium,medium,low,low,medium
3090144,You Belong With Me (Taylor���s Ve,Taylor Swift,1,2021,12,350381515,90,0,130,63,49,73,5,0,9,3,2667,medium,medium,medium,medium,low,low,low,low
6322459,Titi Me Pregunt�,Bad Bunny,1,2022,42,1264310836,133,14,107,65,19,72,10,0,13,25,9300,medium,medium,low,medium,medium,low,medium,high
3054476,Better Than Revenge (Taylor's Version),Taylor Swift,1,2023,11,30343206,33,0,146,50,67,89,0,0,19,8,92,high,low,medium,high,low,low,medium,medium
4341380,Shut up My Moms Calling,Hotel Ugly,1,2020,14,405136812,50,0,139,48,37,41,32,0,10,10,1808,medium,low,medium,low,medium,low,low,medium
6250958,Have You Ever Seen The Rain?,Creedence Clearwater Revival,1,1968,14,1145727611,37,0,116,74,76,70,7,0,13,3,16614,medium,medium,high,medium,medium,low,medium,low
6057014,Es un Secreto,Plan B,1,2010,36,540654286,3,0,95,84,52,77,12,0,7,4,515,low,high,medium,high,medium,low,low,low
7948655,POLARIS - Remix,"Feid, Mora, Saiko, Quevedo",4,2023,33,57312735,46,8,170,62,55,80,15,0,37,7,814,high,medium,medium,high,medium,low,high,medium
5279142,Ditto,NewJeans,1,2022,22,397582059,125,1,134,81,18,64,3,0,10,11,1193,medium,high,low,medium,low,low,low,high
7451979,Take On Me,a-ha,1,1984,17,1479115056,0,6,84,57,86,90,2,0,9,5,50069,low,low,high,high,low,low,low,medium
6470158,"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",4,2023,4,86773632,46,1,146,61,20,48,21,0,12,6,584,high,medium,low,low,medium,low,medium,medium
8666108,"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin",5,2023,14,133753727,18,1,74,53,24,67,11,0,10,28,614,low,low,low,medium,medium,low,low,high
6136667,Acr��s,Shakira,1,2023,29,123124076,50,11,144,75,35,48,84,0,10,12,1071,high,medium,medium,low,high,low,low,high
8123858,AMG,"Natanael Cano, Gabito Ballesteros, Peso Pluma",3,2022,19,463564958,117,5,136,77,79,73,15,0,27,10,1016,medium,medium,high,medium,medium,low,high,medium
3747351,"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Arijit Singh, Sachin-Jigar, Amitabha Bhattacharya",3,2023,6,64533040,71,0,100,56,53,55,53,0,12,4,185,medium,low,medium,medium,high,low,medium,low
1274739,S-Class,Stray Kids,1,2023,19,65496046,101,0,105,89,67,78,9,0,7,33,304,medium,high,medium,high,medium,low,low,high
2101565,Hits Different,Taylor Swift,1,2023,0,68616963,15,0,106,67,24,78,15,0,30,4,568,medium,medium,low,high,medium,low,high,low
1710471,Chanel,"Becky G, Peso Pluma",2,2023,10,161460990,92,2,132,85,53,68,40,0,9,4,717,medium,high,medium,medium,medium,low,low,low
8125634,Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),"Metro Boomin, Coi Leray",2,2023,5,70106975,41,0,120,78,5,30,21,0,13,5,355,medium,high,low,low,medium,low,medium,medium
2969049,Area Codes,"Kaliii, Kaliii",2,2023,13,113509496,34,1,155,82,51,39,2,0,9,49,1266,high,high,medium,low,low,low,low,high
6271365,Abcdario,"Junior H, Eden Mu��",2,2023,5,89933133,60,1,129,70,42,43,78,0,11,3,274,medium,medium,medium,low,high,low,medium,low
4004325,Obsessed,"Abhijay Sharma, Riar Saab",2,2022,6,71007139,79,0,135,80,85,74,62,0,8,9,173,medium,high,high,medium,high,low,low,medium
5229182,Pi��man De�,"Semicenk, Do��u ",2,2023,3,43522589,6,1,98,73,45,62,28,0,13,13,194,low,medium,medium,medium,medium,low,medium,high
4837745,FLOWER,JISOO,1,2023,18,232896922,110,0,124,84,64,39,3,0,11,4,879,medium,high,medium,low,low,low,medium,low
4866757,"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",3,2023,0,37126685,17,0,135,77,28,55,18,0,22,15,269,medium,medium,low,medium,medium,low,medium,high
1956320,Eyes Closed,Ed Sheeran,1,2023,30,195576623,69,3,107,78,39,53,30,0,11,6,3138,medium,high,medium,low,medium,low,medium,medium
3608552,Escapism.,"RAYE, 070 Shake",2,2022,25,532336353,84,18,96,54,25,74,14,0,9,11,5359,low,low,low,medium,medium,low,low,high
1443757,La Jumpa,"Arcangel, Bad Bunny",2,2022,34,538115192,77,10,123,71,58,70,30,0,32,19,3894,medium,medium,medium,medium,medium,low,high,high
1452364,Karma (feat. Ice Spice),"Taylor Swift, Ice Spice",2,2023,0,46142772,21,0,90,62,7,62,6,0,58,6,642,low,medium,low,medium,low,low,high,medium
3512881,Superhero (Heroes & Villains) [with Future & Chris Brown],"Future, Chris Brown, Metro Boomin",3,2022,16,401036314,69,0,117,72,45,59,14,0,20,21,3038,medium,medium,medium,medium,medium,low,medium,high
8171349,Las Morras,"BLESSD, Peso Pluma",2,2023,8,127026613,78,1,133,78,90,84,31,0,7,4,303,medium,high,high,high,medium,low,low,low
1054764,CHORRITO PA LAS ANIMAS,Feid,1,2022,36,345031710,65,5,96,74,61,83,11,0,35,6,2384,low,medium,medium,high,medium,low,high,medium
6794169,Ch y la Pizza,"Fuerza Regida, Natanael Cano",2,2022,10,288101651,72,3,149,66,85,60,40,0,14,13,554,high,medium,high,medium,medium,low,medium,high
1166211,Snow On The Beach (feat. More Lana Del Rey),"Lana Del Rey, Taylor Swift",2,2023,2,60350538,0,0,110,66,32,40,81,0,11,3,369,medium,medium,low,low,high,low,medium,low
7137376,Players,Coi Leray,1,2022,6,335074782,48,0,105,95,62,52,3,0,5,16,4357,medium,high,medium,low,low,low,low,high
6620188,Bite Me,ENHYPEN,1,2023,69,76767396,96,0,105,80,69,78,28,0,11,14,362,medium,high,medium,high,medium,low,medium,high
4053069,Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",2,2023,5,46065667,82,0,134,76,61,58,6,0,16,3,410,medium,medium,medium,medium,low,low,medium,low
6286315,Normal,Feid,1,2022,36,459276435,66,5,170,71,59,56,4,0,27,12,2553,high,medium,medium,medium,low,low,high,high
8346639,Hummingbird (Metro Boomin & James Blake),"James Blake, Metro Boomin",2,2023,1,39666245,20,0,81,59,26,60,46,1,25,13,283,low,medium,low,medium,high,high,high,high
2098417,Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Fernandez",2,2023,5,138517666,29,1,154,63,75,92,31,0,91,5,1025,high,medium,high,high,medium,low,high,medium
4334346,Bad Habit,Steve Lacy,1,2022,12,822633917,72,16,169,69,69,51,63,0,38,4,8472,high,medium,medium,low,high,low,high,low
1936158,CUFF IT,Beyonc�,1,2022,10,595900742,88,26,115,78,64,69,4,0,7,14,8387,medium,high,medium,medium,low,low,low,high
1193878,Lilith (feat. SUGA of BTS) (Diablo IV Anthem),"Halsey, Suga",2,2023,6,51985779,14,2,84,43,14,74,1,0,19,8,229,low,low,low,medium,low,low,medium,medium
5495832,69,"Nicky Jam, Feid",2,2023,22,57945987,14,2,93,79,58,62,11,0,11,23,1221,low,high,medium,medium,medium,low,medium,high
1183111,Ni��a Bo,"Sean Paul, Feid",2,2023,34,115010040,26,5,91,82,47,62,10,0,10,15,1377,low,high,medium,medium,medium,low,low,high
2754241,Search & Rescue,Drake,1,2023,6,175097833,70,0,142,82,54,44,6,0,33,7,2167,high,high,medium,low,low,low,high,medium
5158640,AMERICA HAS A PROBLEM (feat. Kendrick Lamar),"Kendrick Lamar, Beyonc�",2,2023,0,57089066,2,0,126,78,20,70,1,0,16,4,963,medium,high,low,medium,low,low,medium,low
2987008,Lavender Haze,Taylor Swift,1,2022,8,488386797,43,10,97,73,10,44,26,0,16,8,3852,low,medium,low,low,medium,low,medium,medium
6436155,"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","WizKid, Toian, Metro Boomin, Don Toliver, Beam",5,2023,0,32761689,10,0,101,92,59,51,41,51,26,8,203,medium,high,medium,low,medium,high,high,medium
1621586,Efecto,Bad Bunny,1,2022,33,1047480053,65,6,98,80,23,48,14,0,6,5,4081,low,high,low,low,medium,low,low,medium
6845168,Erro Gostoso - Ao Vivo,Simone Mendes,1,2023,5,153454328,57,2,154,59,63,89,18,0,80,9,1068,high,medium,medium,high,medium,low,high,medium
1743307,Cupido,Tini,1,2023,24,217672943,29,4,120,91,63,58,52,0,31,22,1354,medium,high,medium,medium,high,low,high,high
3910891,Just Wanna Rock,Lil Uzi Vert,1,2022,13,457184829,27,0,150,49,4,55,7,0,6,3,4114,high,low,low,medium,medium,low,low,low
8213022,Unstoppable,Sia,1,2016,13,939844851,66,2,174,47,27,78,11,0,10,8,8945,high,low,low,high,medium,low,low,medium
8641758,Until I Found You,Stephen Sanchez,1,2021,4,726434358,100,20,202,34,25,51,69,0,18,4,4650,high,low,low,low,high,low,medium,low
4604858,Rich Flex,"Drake, 21 Savage",2,2022,18,573633020,84,0,153,56,42,52,5,0,36,24,4783,high,low,medium,low,low,low,high,high
7732446,Easy On Me,Adele,1,2021,20,1406111294,87,22,142,60,13,37,58,0,13,3,11110,high,medium,low,low,high,low,medium,low
4165407,Cart��o B,"MC Caverinha, KayBlack",2,2023,4,71573339,2,1,108,84,55,47,26,0,20,64,306,medium,high,medium,low,medium,low,medium,high
5554493,Danger (Spider) (Offset & JID),"Offset, JID",2,2023,0,24975653,3,0,143,83,25,69,4,0,23,12,223,high,high,low,medium,low,low,medium,high
1488746,Oi Balde - Ao Vivo,Z�� Neto & Crist,1,2023,2,145458418,57,1,108,67,55,67,60,0,80,5,904,medium,medium,medium,medium,high,low,high,medium
2670198,The Real Slim Shady,Eminem,1,2000,27,1424589568,53,1,104,95,78,66,3,0,4,6,24115,medium,high,high,medium,low,low,low,medium
5478299,MERCHO,"Migrantes, LiL CaKe, Nico Valdi",3,2022,20,231332117,22,4,93,84,96,79,43,0,18,11,1364,low,high,high,high,high,low,medium,high
8465611,The Color Violet,Tory Lanez,1,2021,32,415932686,79,1,105,65,46,53,16,0,9,5,2609,medium,medium,medium,low,medium,low,low,medium
2434062,Glimpse of Us,Joji,1,2022,6,988515741,42,3,170,44,27,32,89,0,14,5,6597,high,low,low,low,high,low,medium,medium
6675451,Mejor Que Yo,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,1,50847624,13,0,178,62,56,66,18,0,12,5,695,high,medium,medium,medium,medium,low,medium,medium
6895326,Curtains,Ed Sheeran,1,2023,0,39893489,3,0,176,50,44,76,10,0,32,5,779,high,low,medium,medium,medium,low,high,medium
2012053,UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",2,2023,13,92035115,110,0,104,80,38,88,11,0,11,5,350,medium,high,medium,high,medium,low,medium,medium
1442233,Haegeum,Agust D,1,2023,12,118810253,84,2,85,70,83,84,31,0,47,30,260,low,medium,high,high,medium,low,high,high
6882173,Conex��es de M��fia (feat. Rich,"Rich The Kid, Matu�",2,2023,4,77233241,7,1,117,77,69,58,39,0,26,5,443,medium,medium,medium,medium,medium,low,high,medium
1397395,MIENTRAS ME CURO DEL CORA,Karol G,1,2023,35,206399629,26,6,80,52,57,48,86,0,15,39,1065,low,low,medium,low,high,low,medium,high
3475077,Never Felt So Alone,Labrinth,1,2023,3,117747907,5,0,98,44,36,41,50,0,38,5,1827,low,low,medium,low,high,low,high,medium
6778924,X SI VOLVEMOS,"Karol G, Romeo Santos",2,2023,33,266624541,80,8,178,79,58,78,34,0,11,25,2225,high,high,medium,high,medium,low,medium,high
7653113,ceilings,Lizzy McAlpine,1,2022,9,293186992,55,0,148,51,27,33,48,0,22,3,3357,high,low,low,low,high,low,medium,low
8571641,Cupid,Fifty Fifty,1,2023,10,139681964,93,0,120,77,94,66,65,0,38,3,571,medium,medium,high,medium,high,low,high,low
7517093,I AM,IVE,1,2023,15,123132751,102,0,122,68,38,88,1,0,8,5,389,medium,medium,medium,high,low,low,low,medium
6161550,Cupid ��� Twin Ver. (FIFTY FIFTY) ��� Spe,sped up 8282,1,1997,2,103762518,0,0,144,74,75,73,42,0,9,4,478,high,medium,high,medium,medium,low,low,low
4823840,Shorty Party,"Cartel De Santa, La Kelly",2,2023,12,162887075,14,2,96,93,47,47,33,0,10,36,452,low,high,medium,low,medium,low,low,high
4502825,Super,SEVENTEEN,1,2023,12,91221625,103,0,137,77,35,88,16,0,17,9,296,medium,medium,medium,high,medium,low,medium,medium
8297242,Slut Me Out,NLE Choppa,1,2022,4,190490915,4,0,121,94,71,61,12,0,53,42,850,medium,high,high,medium,medium,low,high,high
2264316,Double Fantasy (with Future),"The Weeknd, Future",2,2023,0,96180277,65,0,119,60,10,57,1,0,50,3,1233,medium,medium,low,medium,low,low,high,low
4117642,All Of The Girls You Loved Before,Taylor Swift,1,2019,6,185240616,6,0,96,72,40,47,71,0,13,4,1327,low,medium,medium,low,high,low,medium,low
6966778,PROVENZA,Karol G,1,2022,34,885093467,104,11,111,87,53,52,66,1,11,5,6848,medium,high,medium,low,high,high,medium,medium
5442505,Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",2,2023,4,104992946,0,0,148,90,74,68,14,0,10,19,1444,high,high,high,medium,medium,low,low,high
7230461,Di Que Si,"Grupo Marca Registrada, Grupo Frontera",2,2023,10,147290338,64,2,182,57,80,59,8,0,6,5,364,high,low,high,medium,medium,low,low,medium
1774478,Shivers,Ed Sheeran,1,2021,30,1302184087,71,18,141,79,82,86,28,0,4,9,10924,high,high,high,high,medium,low,low,medium
5088165,Igualito a Mi Ap�,"Fuerza Regida, Peso Pluma",2,2022,6,158950978,84,1,145,76,80,81,19,0,6,9,278,high,medium,high,high,medium,low,low,medium
3546474,Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",2,2023,9,76910644,90,0,110,76,26,70,1,0,41,6,377,medium,medium,low,medium,low,low,high,medium
4389214,Komang,Raim Laode,1,2022,4,137123880,6,1,134,70,35,41,41,0,10,3,164,medium,medium,medium,low,medium,low,low,low
5757514,DESPECH�,ROSAL�,1,2022,33,782369383,90,15,130,92,78,62,18,0,6,10,8215,medium,high,high,medium,medium,low,low,medium
4257818,Made You Look,Meghan Trainor,1,2022,6,502574952,23,3,145,84,88,53,35,0,8,7,4225,high,high,high,low,medium,low,low,medium
2313207,Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",3,2023,10,207033255,0,0,130,69,36,90,1,10,15,4,1659,medium,medium,medium,high,low,high,medium,low
3132809,No Se Va,Grupo Frontera,1,2022,18,404887295,80,9,173,59,69,53,12,0,23,3,963,high,medium,medium,low,medium,low,medium,low
8471078,Punto G,Quevedo,1,2022,35,381161027,26,5,92,75,55,76,25,0,10,15,2056,low,medium,medium,medium,medium,low,low,high
8987545,Lovers Rock,TV Girl,1,2014,13,466231982,1,1,105,56,57,87,0,1,10,4,6378,medium,low,medium,high,low,high,low,low
6158916,METAMORPHOSIS,INTERWORLD,1,2021,24,357580552,78,0,175,59,15,64,43,90,12,10,1603,high,medium,low,medium,high,high,medium,medium
4916659,Mami Chula,"Quevedo, Jhayco",2,2023,4,61105704,13,0,120,80,33,70,22,0,9,4,919,medium,high,medium,medium,medium,low,low,low
6744187,En Paris,"El Chachito, Junior H",2,2022,5,198275403,31,1,139,70,77,48,37,0,12,5,411,medium,medium,high,low,medium,low,medium,medium
8513259,Set Me Free Pt.2,Jimin,1,2023,13,168448603,71,1,132,59,56,82,12,0,12,6,360,medium,medium,medium,high,medium,low,medium,medium
6029543,I Was Never There,"The Weeknd, Gesaffelstein",2,2018,15,705469769,70,0,114,32,17,74,14,0,17,3,4360,medium,low,low,medium,medium,low,medium,low
4603662,Don't ever say love me (feat. RM of BTS),"RM, Colde",2,2023,0,34502215,9,0,145,54,19,48,36,0,37,5,115,high,low,low,low,medium,low,high,medium
5904115,Shut Down,BLACKPINK,1,2022,17,482175240,120,0,110,82,67,69,0,0,18,4,1639,medium,high,medium,medium,low,low,medium,low
2339996,Gato de Noche,"Nengo Flow, Bad Bunny",2,2022,30,304118600,55,3,94,89,61,66,17,0,36,16,2704,low,high,medium,medium,medium,low,high,high
6387600,Call Out My Name,The Weeknd,1,2018,6,1449799467,107,1,134,45,17,60,21,0,33,4,12039,medium,low,low,medium,medium,low,high,low
7881394,Like Crazy (English Version),Jimin,1,2023,19,173627354,72,0,120,62,32,76,0,0,39,4,382,medium,medium,low,medium,low,low,high,low
2084763,Rosa Pastel,"Jasiel Nu��ez, Peso P",2,2023,4,90025258,77,1,123,70,86,68,24,0,11,4,210,medium,medium,high,medium,medium,low,medium,low
5555264,Sunroof,"Nicky Youre, Dazy",2,2021,17,652704649,35,19,131,77,84,71,35,0,15,4,4007,medium,medium,high,medium,medium,low,medium,low
6766942,Lose Yourself - Soundtrack Version,Eminem,1,2002,21,1829992958,54,1,171,70,6,73,1,0,36,26,38316,high,medium,low,medium,low,low,high,high
4238748,Superman,"Eminem, Dina Rae",2,2002,14,655466831,51,0,130,80,64,76,2,0,20,6,8638,medium,high,medium,medium,low,low,medium,medium
2484929,Mas Rica Que Ayer,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,34,146409671,41,0,94,82,53,67,34,0,9,8,1238,low,high,medium,medium,medium,low,low,medium
6619922,People Pt.2 (feat. IU),"IU, Agust D",2,2023,4,95816024,45,2,89,73,44,57,39,0,32,6,224,low,medium,medium,medium,medium,low,high,medium
7989475,REMIX EXCLUSIVO,Feid,1,2023,9,117206995,8,0,87,65,71,56,4,0,15,20,1270,low,medium,high,medium,low,low,medium,high
7996425,"Arc��ngel: Bzrp Music Sessions, Vol","Arcangel, Bizarrap",2,2023,3,100409613,3,1,124,72,79,78,55,0,15,30,683,medium,medium,high,high,high,low,medium,high
1111875,DOGTOOTH,"Tyler, The Creator",2,2023,0,80758350,0,0,78,71,80,65,51,0,22,32,1520,low,medium,high,medium,high,low,medium,high
0:00,10:35,"Ti��sto, Tate M",2,2022,26,325592432,104,18,120,70,70,79,7,0,18,10,5279,medium,medium,high,high,medium,low,medium,medium
6083108,SORRY NOT SORRY,"Tyler, The Creator",2,2023,0,58473276,1,0,96,48,50,80,40,0,37,20,730,low,low,medium,high,medium,low,high,high
3143453,HAPPY,NF,1,2023,0,52722996,7,0,106,73,22,86,31,0,12,4,693,medium,medium,low,high,medium,low,medium,low
5615912,La Bebe,Yng Lvcas,1,2021,17,191945597,11,1,170,78,75,46,62,0,12,35,498,high,high,high,low,high,low,medium,high
1214913,I Know - PR1SVX Edit,"Kanii, PR1ISVX",2,2023,0,77377503,15,0,134,67,11,76,8,47,30,7,428,medium,medium,low,medium,medium,high,high,medium
2135563,Late Night Talking,Harry Styles,1,2022,8,743693613,42,16,115,71,90,73,30,0,11,5,7826,medium,medium,high,medium,medium,low,medium,medium
5239763,Le�,Mar��lia Mendo,1,2022,4,267789608,84,1,130,74,79,87,45,0,30,3,1111,medium,medium,high,high,high,low,high,low
5142009,Save Your Tears (with Ariana Grande) (Remix),"Ariana Grande, The Weeknd",2,2020,5,1221813483,98,3,118,65,63,79,3,0,10,3,9869,medium,medium,medium,high,low,low,low,low
6107898,Something in the Orange,Zach Bryan,1,2022,12,449701773,84,16,110,59,22,38,42,0,12,3,3395,medium,medium,low,low,medium,low,medium,low
5763974,VOID,Melanie Martinez,1,2023,0,67070410,9,0,100,72,42,66,18,4,19,4,637,medium,medium,medium,medium,medium,high,medium,low
5402623,Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",2,2023,6,116334601,48,1,142,70,76,79,26,0,11,7,327,high,medium,high,high,medium,low,medium,medium
3694791,Midnight Rain,Taylor Swift,1,2022,4,433356509,29,0,140,64,18,37,72,0,12,7,2652,medium,medium,low,low,high,low,medium,medium
4832204,If We Ever Broke Up,Mae Stephens,1,2023,4,165584767,27,9,116,90,96,73,62,0,9,4,2187,medium,high,high,medium,high,low,low,low
3575524,You Proof,Morgan Wallen,1,2022,9,367814306,88,0,120,73,64,85,25,0,61,3,2174,medium,medium,medium,high,medium,low,high,low
7402588,LA INOCENTE,"Feid, Mora",2,2022,37,477033549,57,8,92,76,46,79,31,0,7,6,2669,low,medium,medium,high,medium,low,low,medium
6333549,Malas Decisiones,Kenia OS,1,2022,2,156214700,2,0,110,81,64,79,5,0,31,3,586,medium,high,medium,high,low,low,high,low
5673293,Murder In My Mind,Kordhell,1,2022,20,448843705,68,0,120,71,57,97,1,0,13,11,2529,medium,medium,medium,high,low,low,medium,high
5939675,Gangsta's Paradise,"Coolio, L.V.",2,1995,17,1357608774,0,0,80,63,40,61,9,0,56,6,11031,low,medium,medium,medium,medium,low,high,medium
5152397,CAIRO,"Karol G, Ovy On The Drums",2,2022,26,294352144,66,1,115,95,43,69,47,0,9,31,2525,medium,high,medium,medium,high,low,low,high
8584244,I Love You So,The Walters,1,2014,7,972164968,19,0,76,58,46,67,65,0,13,4,7715,low,medium,medium,medium,high,low,medium,low
1014962,Dark Red,Steve Lacy,1,2017,7,920045682,53,0,172,60,77,78,45,0,12,6,10683,high,medium,high,high,high,low,medium,medium
7587856,Say You Won't Let Go,James Arthur,1,2016,16,2420461338,37,0,99,40,45,56,69,0,9,5,17462,low,low,medium,medium,high,low,low,medium
6380084,The Hills,The Weeknd,1,2015,4,1947371785,94,0,136,36,12,57,9,0,14,8,27858,medium,low,low,medium,medium,low,medium,medium
2775772,Heart To Heart,Mac DeMarco,1,2019,0,244658767,27,1,150,90,64,14,67,35,11,10,1696,high,high,medium,low,high,high,medium,medium
6987709,Peaches (from The Super Mario Bros. Movie),Jack Black,1,2023,0,68216992,0,0,92,71,41,31,79,0,10,5,34,low,medium,medium,low,high,low,low,medium
8001796,Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",5,2022,16,223582566,8,2,95,77,72,87,17,0,7,5,1895,low,medium,high,high,medium,low,low,medium
1035366,LOKERA,"Brray, Rauw Alejandro, Lyanno",3,2022,30,471819764,64,6,102,83,58,83,21,0,10,5,3437,medium,high,medium,high,medium,low,low,medium
2578085,Low,SZA,1,2022,0,272377463,71,0,145,70,34,55,43,0,16,6,1948,high,medium,medium,medium,high,low,medium,medium
3049716,Numb,Linkin Park,1,2003,5,1361425037,0,0,110,50,24,86,0,0,64,4,27491,medium,low,low,high,low,low,high,low
8246992,Tormenta (feat. Bad Bunny),"Gorillaz, Bad Bunny",2,2023,0,149778242,18,2,95,64,30,77,46,0,38,6,1600,low,medium,low,high,high,low,high,medium
3986213,on the street (with J. Cole),"j-hope, J. Cole",2,2023,2,116599790,82,0,94,68,81,82,53,0,9,13,645,low,medium,high,high,high,low,low,high
2840055,One Thing At A Time,Morgan Wallen,1,2022,4,148469433,58,0,142,61,92,91,0,0,26,3,827,high,medium,high,high,low,low,high,low
5405010,Miss You,"Robin Schulz, Oliver Tree",2,2022,10,497225336,16,3,145,59,20,74,1,0,15,5,6035,high,medium,low,medium,low,low,medium,medium
3853127,Ain���t Tha,Morgan Wallen,1,2023,4,88791109,20,0,121,64,67,80,0,0,36,3,360,medium,medium,medium,high,low,low,high,low
2820265,Thinkin��� B,Morgan Wallen,1,2023,6,125917280,101,0,140,66,43,76,49,0,12,3,626,medium,medium,medium,medium,high,low,medium,low
3895305,Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",3,2023,0,105062254,3,0,137,84,44,67,8,0,11,6,1237,medium,high,medium,medium,medium,low,medium,medium
3546129,Everything I Love,Morgan Wallen,1,2023,0,95623148,54,0,104,56,72,85,0,0,15,3,590,medium,low,high,high,low,low,medium,low
4538543,Heaven,Niall Horan,1,2023,2,144584800,6,0,92,57,68,76,7,0,33,3,1662,low,low,medium,medium,medium,low,high,low
5073649,LET GO,Central Cee,1,2022,20,298063749,23,0,146,74,51,45,86,0,21,38,2460,high,medium,medium,low,high,low,medium,high
1824533,Sial,Mahalini,1,2023,4,166570053,6,0,120,56,20,43,89,0,12,4,138,medium,low,low,low,high,low,medium,low
2841488,I Wrote The Book,Morgan Wallen,1,2023,0,83021468,17,0,144,68,83,81,9,0,8,4,445,high,medium,high,high,medium,low,low,low
7021208,"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",2,2022,0,139836056,101,0,94,59,44,56,80,0,6,3,97,low,medium,medium,medium,high,low,low,low
4967469,SPIT IN MY FACE!,ThxSoMch,1,2022,14,303216294,3,0,94,73,65,79,5,2,11,6,670,low,medium,medium,high,low,high,medium,medium
2733163,PLAYA DEL INGL�,"Myke Towers, Quevedo",2,2022,15,221409663,15,2,113,79,66,74,8,0,11,5,1765,medium,high,medium,medium,medium,low,medium,medium
3970396,Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",2,2023,0,58890931,35,0,148,50,49,76,12,0,12,3,344,high,low,medium,medium,medium,low,medium,low
